target_index,source_binding_target_id,source_side,bound_raw_key,bound_candidate_scoring_id,admission_readiness,admission_status,field_pin_status,source_row_count,scalar_leaf_count,candidate_object_id,provenance_chain_complete,semantics_choice_available
85,745ef25d3d87d6f16e4b2aa4e5b15213c9546ac0c7fea14d12432fb9e0f63f74,RAW,6000008::S07::A003,,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,2,47,,NO,NO
86,1ef4d659f3da0afc0dfaeb79649ef7ab45c77a16e9abe9ef9526a401133cef72,RAW,6000008::S08::A002,,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,2,46,,NO,NO
87,e0609c3ac016b45c8c264a90ce1a8139f24151da15a4e90c52b10f0f8fca5f24,CANDIDATE,,008d4ab03cd28558a5fb2e22f509e55913ea9f7d4a0a40741d05409184345e6c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
88,68101eaee0eab845e763d3078c57fee8e1d54379a66b489a78d457c2bf0930f2,CANDIDATE,,04744be860199b3ecbc71b016a631e6fe561774ccc83b3dbce15275fc033189b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
89,9fd089528a7145bafa133b3b9d7e578d399847bd01e4d58bbc7a3a63a5250f0d,CANDIDATE,,04f911168b9ac71a1f3bcb3b64ede2dfca4ff03384e49217388c15dce4a04fb4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
90,bb9e2781de3858a705db006fa438d9f45c1c8494dbb58929074f96b85acbf3b1,CANDIDATE,,053e33d4fb460317841072ea12f0416acdf5ee7d2c63ce53f59489a349a3d3fb,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
91,00046ecd5556e0aaad28136850dc56aa278f0ca51f94cf15aa79b9703da8d3e6,CANDIDATE,,0826ec886123792f8a62d044feb37d18bd5c62a33d9f195d349d58cfc5513c09,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
92,42cfc49856b90708914c509febd68518fc51acb76786179fa3e538ccabf51524,CANDIDATE,,0b1bcf76ccefc95476b3ae14958eb0c26e91fa32c473a688485398d66b052a00,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
93,dbbde6a302fb48bea83dcc411a633cbc628cbeaf8bc5515192458e7774f916b1,CANDIDATE,,0cf6c73721775f82442e43805ea3d52c62e8d036d21e39ee6e8a81049b9e3db5,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
94,286aef0afae082d9873467cbc0a7e7145de95530519e5817b03a562059d15a39,CANDIDATE,,0e929076ea420b23d39e34aac433216b2f0a12e3bd2d8b82b5c00f81d0f66caf,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
95,a81b0547ac30ce4ff9c4f71d4d5ff465af31cc5fcb3f0f35d828d041257ffea7,CANDIDATE,,0ecaabdf9fca30b81e9b717a6c32fa344ac3834449a46c9cac38f6e2d43e41f7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
96,853a1f6ae748ac247a20b87c71304016bab544354cdf98bcb1d4ad09b854f53b,CANDIDATE,,0fa90c0583bdeab7a1f81d0fb1a25e7b33e757c0f3ab71b7fb42129e8abacc90,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
97,ed0564b4aa3beb88975c1f5a6a2067a1b84fb8bcca5a8449f45c8d2b1a8732e5,CANDIDATE,,105831ef6fa8e47c5b24306b2026bdc64b1cdfaa5a88753a993e023cb6ec8000,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
98,8a7688677ce0bf937ce714d6661683aaf4c681b70e1e5b8047c4e803dc30e9e2,CANDIDATE,,11049d21cf7e192d1e87bf77f3d17c527a8de28d2aa44d247277c91a054099a7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,17,,NO,NO
99,d531e270979e87514591479510eefebd99a55b734951943db2ec1cabfccdb1d3,CANDIDATE,,1139a4edf7c0e2325bc8f15932edaf3fd4575dfde473fef2705c366efb0b078f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
100,611dade976be5b8bf78d36d445663ab5d02d7bdbdf3e11eb29640bcc4272283e,CANDIDATE,,119eaa128202fbd7884b9593f760733c4301c867d2eef22c2e1cbb40b8549265,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
101,a0ccc2f068d349cfafaf6a2022b6823508a99f9cab1e16244bf4c07715f4b397,CANDIDATE,,14e721fc4dfaca3711201f7216ef38b1d824a3de8c35396245e14057d2e7ced6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
102,eb136e3a2cb6982f69cb5b4612d3802caff6b688398b58ed8382ce876968dfaa,CANDIDATE,,16c3409337911d763815c4fcfd60c9e9f429d3e2ff18111d9aeabcfa817e0b8e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
103,9e5a1ffdc8eb5ad7ad7b93c755a16dd4314b32a8579ac5cb0b0c0a4e938458a2,CANDIDATE,,19262986ee581acdbd3bedfd5054df6f1ca839699fb717774ddaf255a902fe1f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
104,bfd632f1224b2f42ba4f430bc25b6e7aff602deace64112cdc9f3c3abc11bea5,CANDIDATE,,19d6adefaacb182a62d61812584ed7cfacf5d12b5d5dcc5eb42d7d137a331d3d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
105,6130cb5db31410e9e19123b8853c42d961cd072b656b7f1b2471d9de1a13e732,CANDIDATE,,1abb5db5b4c913d17a1b2ed5b80cca2d9271d6f1f3d0d5caddf524a84d88d993,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
106,afed12514c80b6fe3ab8d72aa08d02717dec76df93c835a538aab541a7844257,CANDIDATE,,1ad6082010c56c287df7d90edf731f6f6c7fd47c91e085ddb40882f122f03960,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
107,4f07ed22e4037b243adb31e6a1eae578143bc983ac8be8719e4e40dbb80dab71,CANDIDATE,,1c72aa6ff5ef3fe98b84127a1dbedcd739d54ceb9cdc894e63a34f8a18445048,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
108,b6078a7dd2ac7674e6dde7b0c5503200022cd958f683d3ba1ab6b7f0588c6c2e,CANDIDATE,,1cdd18fd161b0af388cb8bfdd080fed8e10dac9492ea13b2ed36bd8a1fbfe399,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
109,6d8cd5db7d12a4e4538c0645ce027794c1be9ef92a01c6732a5b31e0fc57a8d0,CANDIDATE,,1ce5a1264f0f18b02b3bbd0520224224c6c7f9eb1ef977553b95856431dfcb1c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
110,3b80df2624bbb1842a1907e2083677ccb8345a347a64fd791ede8b4d6bbbe56c,CANDIDATE,,1e1a5c6fc0ea60252cb79211b5e6b9f4a8b46dfc2d5cc85a17dd108ceadae881,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,17,,NO,NO
111,f813bcc3ea622745b10d1191ca2e07eaed1370fbe798ea1a6a1b3c029b9a4de6,CANDIDATE,,1e387a39ca36ef5ab2f799ba909da3ff5896faebf0510a6e7adfa39c44486c83,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
112,c5c3dac102f4ab7ca487018a245de815604b19239ff9e84592e47479aeaf695b,CANDIDATE,,1f22f6107b3bd09de9d6cd80781fc4d55b7f80c5422e06281a43c854cbb968e9,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
113,85c36a7da7c5b3f73da4b04fcb1bdbbcf44d3ab0dfa1a8bc12f2b6e35486dad1,CANDIDATE,,1f91210249733f10ae60569698d7b56625d75d40952ea355a412bcd8d26dbbbb,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
114,4de0977bd543da3c1e2e3d4917acafcd91a0507631ef052452e0b57d03aabc23,CANDIDATE,,1fd818aee59f19b30d925ff6741250b77f06767764f91e682c7046a8ca4ece57,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
115,7ed67d666e3f1f3b80b64d7e678ab88b8caaed05c12e943c8bd619f385e704da,CANDIDATE,,1fdfc3284a6bdfc2ef9bac7a265b7407a8b44bdabff8a9c262055ef17d528ac2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
116,9a4db7f8b3ed7190ab1f3e2900364e3e2e9a4040e69ed5648171a6493095234c,CANDIDATE,,205bc2b192e66bd3ad35b6f82ce6ad504deb4266d7636275ae74e5551e5281c2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
117,08d1def5f0acff875d9e9300837d0f6275e91aabdff2a2a168fb3d045b0aba10,CANDIDATE,,2463c7c95b33fd5217b623b42273b9843d7e0bceefc53f9fda92a2b10fb74f92,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
118,20b0d3f0cdea9593c188ca25bbbce9e9c3f830aedded918b547bbb1394c3f53a,CANDIDATE,,24e373887ab547fd022a96d60b93a3d6bb224ccd46256f2e7382a5f87785295e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
119,47081ff26981d3008c0a6bc23ddab81eb7c432fd503f74aad6a5a1a9eb2d40c6,CANDIDATE,,256740fc234f90caa739ef44866e1743fdc17e49f608d85d6f707d5717fc2a3a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
120,6b033ffbcd17058c7bef554889ca1d137d7f923668dd0c31287c4598b706309b,CANDIDATE,,261d155df7ca004ffc3ed40918b6ee0df9b519bd76236afb8ce95f985cadc2a7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
121,d3bdec04ef0b6ce33de67ee515beb89a67611982278e77ec285251bbcd288b20,CANDIDATE,,264ff9b5771d6f7a0ef8a47c3741d85369eac24c7f1e3a4ec97412197caa3f9f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
122,0360e5d67ba22fcf7ac29138b777317b7871171d997107b893703217a24582a1,CANDIDATE,,28037f9f620a26ce74dd8862535288b409f06b5556c9c7ea80a703328a26fb24,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
123,d8df242c3f832dbb741d2393eb49e868388ee901ab807c32b696a0b6826a14c4,CANDIDATE,,287ec3d2b92f2a24251e7366db36ee12ce273e35d6325c9964a10c779df98e9e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
124,b0ff37eef6beb72ff89bcfb8f42edf755147b803a9078ecca45e5758a3e039e9,CANDIDATE,,297013e64bb9082dd7cd493658db5d3c4a09172db8a99c580f8a15d3444d0358,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
125,646fe3ac8fdbb9d2715a3dcb2694052e784760c2b4e2fed9f3462c2c67ffa41b,CANDIDATE,,2a6991fefd3e53543db8796b484cf3a669b3dd9e98c9d48d176faefe87148e27,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
126,c1ba3143f5af2b42554658454ef1b6df50c07325440dd49c25c391a5687d774b,CANDIDATE,,2a7b9c9971a6f3f800b57dd8588a26c79b3227fc6f8d070647726f0def24ada3,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
127,d48d23d828ac37bbf0f9b2c848b44a457a084699832938cfff7a0c847f263291,CANDIDATE,,2ab7719a498c37ae156a360a1636a7b200ec6fb4d56b9c4d0e3765070894d554,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
128,f7ecb8c153446da7e79106e460a02ea7ea112b030c51ff4ffdd6b7c1c77f39c3,CANDIDATE,,2b47f7e4a1b8157af6830e213b5bf9f19abc04f27962bdb1b279bf27c0089fc0,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
129,a260a1f516402243a5e2c39e8183976969c635e3f74c7fc1321db8cec113d947,CANDIDATE,,2cc2d5e586459aeb83f2606a07c79276927bd0013de0e325bf29e41d33aeba15,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
130,055613533a1718e2683dcf9846b1b6f59a8ba84fe97fedd3bdfc61135750ae30,CANDIDATE,,2cd2a47b828feeba129621c93f072a1471b1c02059d137b0308781193b332a37,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
131,b42bc6f0fb0160ab74084cd29c106dc0fd540413467f2d35638b2dbb975adf8e,CANDIDATE,,2f91d1cd9a9ec9107fe0162d02cfd1a07ab68cb1a1502594d67d75f4db284661,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
132,ef4de5155dde1b85129c5f130696bfe351f71e141a66f20e1dc6fd0e389f315a,CANDIDATE,,309574bf30fd47d2dad94b35287de8b0501962d30249680c891526a42c86984d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
133,aa325b49ad510b741283b88f3d44cdfa3b744cc720c9a0fef76b27d8a2586ba7,CANDIDATE,,3185321c336032001064a5158c5b93deea3266116adfedbb4aa20730ea8a6e36,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
134,3fa40f3b4f693b3c5044f50c8e6e574c68113a0338a51471352e297961022f24,CANDIDATE,,3229e0fe8ccc7981afa78c2b97f7237a39a244781b7eeee47ea68a81a4f93aee,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
135,955b5e89d3444ad78eac292732cd537cd12233923dca34db45c3fcc45881a27a,CANDIDATE,,3386c1c8309ba6b8a5f12ecc4e0bc1b67c0981d1081d99c524a51a94d5ea809b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
136,495fc7b1dcfbfc570595c2e06636e807e69813092c0c638fdff14ab80798fb5f,CANDIDATE,,33c364cc9a7856d4a1957538323c9111d06a132339a94ceb76e506b00fc63406,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
137,71bd9050abc6c19d477272086174d8b7cdf20fe893745bb2bd64a17eb411dea3,CANDIDATE,,3421dbdd8cbf66e9bb07beb3633e7f88f2c7abb0f46e5dabebc4c44c0566164a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
138,aac4d000a33680491b0c2e3c32a3cbc3a53eb9ec69ad4da18a2d25ef6d6a3ace,CANDIDATE,,349b92596b3213b6f565f3f8c8c7fc172595dd63dfce8493129a388ca18fe40f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
139,fafd7c2f5983a18d657e6e59bcb6d977dcdaf311e0a42dbd38682bd3d1e69146,CANDIDATE,,34a1071163273abd7d848befefba72286c626181c37d9997ed948bbc63a10b87,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
140,2b112f15407fa7e2198dd72e0d4399bd5fb5e056942b1adf94fab8f1b4ae3675,CANDIDATE,,371a2f4038dfa5cea0f976ace12a277ff8b6189e6271b81dd3444b76eefeda64,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
141,e8598c0963b985ff752497fb38f17257908c8c1913438b479ef7d6ec67925aaf,CANDIDATE,,377c25094fe3ba152bf55f138238dc6a034e6d0803d0a982a131e3d168fdc886,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
142,17b98395d487519ab4b2c491c75fef2788a7bbe730e5647f12cf25ccca5d8ee8,CANDIDATE,,38719efcdf003b5f6653623726dc6c636b9d6c961164ebb5f80bb84407de5d56,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
143,1448e4eac6df355eeeddd973cc9de38afaaa3a898fdca16105f929bf74ae1025,CANDIDATE,,3a4cb8289d0db1dcbe8df56e73c1eadc20aba16fe4bcfcf2c0015f42b0d8400b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
144,73288a5cc9b4661971290c1a74c0976d7d70337e6a8e97f63514a599fdfbb811,CANDIDATE,,3a4e2037cd236c46f479e6601d54c86fa97dcc902ef08e2844ecc91f91368a0c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
145,2d9132d1acbe50f310c80862048f51785ce104db5f0a977930b876aea92a66d0,CANDIDATE,,3b6805bec0281ac7c96bfafedf3843f970aa0acbeb7776d58bb3529614f62f27,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
146,1fc5102458f5b4a68c3aff79360f13cebdbbcdeea701b73d5bfe373d62a06123,CANDIDATE,,3d8af4aa8db2beb7a877d113f3d872b9d860fc4266394892fed78569ba61fb62,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
147,b397a70ec40af9883cf98e7f5ce4536616b6b5af389e7783fba5db648d494796,CANDIDATE,,3e789044444c8989db5958f1ee245e71e6a1d1a679e35097b45eada46c9f2f79,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,17,,NO,NO
148,7f772ded1d8901ff5a9f881ec8fd927d94604f6d646585c93ff83b92b943810f,CANDIDATE,,3eb7ae795e012ec7dea46be6b1546193dd4284dbe741232699b31f7a65ea3673,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
149,44cba617550c5d9ff5b415819a6ce7c7e7f404e45b5d8156784507895181b686,CANDIDATE,,3ed4d5075ca5102ed7905a9c0915d960656e978cf728e4d81368067760a7f220,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
150,7c6f6a7b500f983ff2ca1942d4297baf6f16c9405675be6c7035de80589236d1,CANDIDATE,,3edc1c082ec50881dde120b44a4f0654e2151417cf3545bd0c75d1a36f1bf26a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
151,2d8a69d40354e2494eb8acd230a1cd22c9d44e15b894796950cd0fa62b22692d,CANDIDATE,,3f9ff53e2247f5e9f4503050b45be9d8d589060b44ba3a1525654526f178ad32,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
152,9af35fc857254eef07e70018f1842634f2e76284c491831beb2b358ebad601f8,CANDIDATE,,40a5d58fd15b813bcbe229a17925e9ef74a9cdec180bbca3e32ca171f94b6d12,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
153,5bd705fa45529d1c9215a4a90d71641dfdf6449d99ed56f9364253a7deedd456,CANDIDATE,,442a13c0e881ccaf6e4b8ce67e71a8a74b49f1ab28582d7b06801c62897c8735,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
154,617eb1c3fb204c2873e3fe5aee09f28be203f4152da4e39087f9afc084d413ee,CANDIDATE,,44dd54661a642685c83eccb043d5f7027298ab91f8720ebb561b8d35e67003ff,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
155,0f9cc85eddc27339fe7b0a7a53044d53ea12fd5a0ecdb249c14f64bb3b364b4e,CANDIDATE,,45474c3389caebd1dcc946aefdd655dff80c0ba2fa2a5510132edaeb2ba98cc7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
