target_index,source_binding_target_id,source_side,bound_raw_key,bound_candidate_scoring_id,admission_readiness,admission_status,field_pin_status,source_row_count,scalar_leaf_count,candidate_object_id,provenance_chain_complete,semantics_choice_available
227,b0756f22802bc6922009cd673b860c5a0fd3e3bdd862de92e3c262ff4bb52bbf,CANDIDATE,,aa062ebe71f9e8e538b2abdf7a8946ffad28137a5cdf8d4062bfb15e733821d6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
228,5a52ffe92f0fad3dc56779a183a985066cbcfc6a49d1ca226dbb5a9b9192f87f,CANDIDATE,,aaf3cc7f0ab6c742173aabb7d620c646c73f8a37184dc033228d1770bbfe6501,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
229,57bd1d328f9be591c2822730ba30fddbbbe1c1b3cb128c0c921ce3396efcb161,CANDIDATE,,ab0c1888b602d3589f2909c9ecc670b044c078b721e0bfa889b0a3af2d093f88,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
230,b124cd12218d15049f3306cd93104790773ab01e79564bcca3c7ef59bd213965,CANDIDATE,,ab2b5ce4db1a6b434e8335286f826657f4d80e2192e2934605e0f4524a29bf8f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
231,a2edfed545990e5b0d74fedb199022686e43f1cd41ac9e81ddde747f5e691328,CANDIDATE,,ab34a863cfd60f1386268b0b3bbc6908fdd99034496ec4e2e4d9db7aca975d83,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
232,e54ba8c880d57dea6970b668723ac2d457f44547b2f6d1214fde0940ec6ba9f0,CANDIDATE,,abf0c44ee55ce1d6f9e744ee454f0d594250d0c943ebb26992f27c79fb9194f5,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
233,1aa04061904a5311e1e3248617bf998df467964aad52ae0577b084a35d004a17,CANDIDATE,,ac93458b2cd070d043ae0808798b4531a6a1d74ab2b1ec3f323147bc6fe9fcb6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
234,0990540e6c17ca1a6af264d2e58582671fc587f76780052ed0747fc339706bf6,CANDIDATE,,ad1b14caa2add1692927ea0a821846158e1bc6cdfa7fe3adb25c9b3741743fe2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
235,681638886cbd9a72ccf5c8c5893249c6f6b9142e6fe003d848f895c2dac978b2,CANDIDATE,,af6b244793cbcd230c2709e1120f33b58832dcdc3f7c9cf8343dc22196e91f8d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
236,1cb0521fbe19a6d0eda81f4b71e5c7ac7f525d117b38e17a5bec5f11dc04511a,CANDIDATE,,afb29ab8acf5a19f46c6a75eafd63b4accbc4d441abb22ed21899dfd603d4dcc,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
237,50201c8d88df3a2f25bea87adfb5c7f874ad6cdf387f2f22edadba522971e6b9,CANDIDATE,,b025a938b25e09d4b50a4f41df5e4103e648117e2ec8a6703a88f3fa6d588a3f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,27,,NO,NO
238,b822255179d0941ed21bc1d6e0fcbb5be88db8391f92bdede39156c024a19ca3,CANDIDATE,,b0ef8bdf82a9b1c9666de892c8dff9bc1dc67abb10f5ed2389b8a2ad77781cf7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
239,4211023ef51e4779fe9af598e4e2b22f8a73c7ece1a496613e8ac52aef27350e,CANDIDATE,,b147afcd76f838ae8e8b064496e9e2a751340c17e7d09a56990dc5313051c672,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
240,a2f5a19cf4b3c168c48407ad9bed993505ab29232ddce31667a5dfc05661b923,CANDIDATE,,b1826a45ef94b29a7ff2dec7f47423816c388dcf8d2e75973c51f8c220bd7dc1,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
241,5f09cd04496ac4ce43867e862f3247cb331abfd8f41380ae9f597efe5a64f846,CANDIDATE,,b1c8977a8dcd56a8996efa65178352f7101502a93b986688b1778b2d9ef440c9,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
242,d593925af8d9e7b417bb8ebac7ed1b17b9447ed27936dfbfdbb63165bbd4c382,CANDIDATE,,b2367eb974ddf8ba4b1acf28cd3dbe55432417993f761a76d8a7ad4ac5896b01,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
243,37102ba5633d9ca94d2780e22789298629cae00b9a03d48a09b59391154577a3,CANDIDATE,,b3862195716f37409fdf86120fb13c979c9cd760cc5e01aaa82bdeda1275502a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
244,cdb57991bbcadfcd3a910db8b94238a0c61f68be1baeea24f676365aaca369fc,CANDIDATE,,b42df2666809be4bdd1574a011d212837cd534085dce5a5f789d24cad8394587,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
245,fb89c3d7ff2c94fa7021ae609f85e6dbc29962dbe2b8b14fe46294bd7b975dcd,CANDIDATE,,b615744df0de9dce5239abff44e9f1b7aeb222a767a8db440533fc52573cad24,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
246,285761ffa087fcee458e777843f4007300d00de7cfd3f42b0a4a564713b8f62d,CANDIDATE,,b6ee2b47f36029237e1a9e934477287508f5a3a5837ff18440f1d26f6b1d02b2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
247,a4feed296c3d48f4a5d5c902b834d9c6e96f5fd99325924ef0c4311a804e5600,CANDIDATE,,b763af757cc0ec0a518ebc917115a03516e135a46a50a5311a07eeb3a3527dd2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
248,6435f81c665df8253ef794698694be4bc52a9a88467ddc55cc8c147b8498fe06,CANDIDATE,,b7e104f3f04b4da8fddff455078a76a5844de1a9ae9396c5760bd83171399cf4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
249,683e68d434699c0c2885c3698795c5fa6db970623a72d04b2163b03e437c43f2,CANDIDATE,,bc539911150dac94913ca8c4f114c72302f730b63503216a7e3c57d08e20de08,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
250,17b204235fe83a99a464d2f85eb07007287830d5b1f51648565d23e88640abad,CANDIDATE,,bc6b0dbee2166e8e945dc5a6db271f16dcbe5168077e587a4f38be8c7c1171c2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
251,ba370b541331a527c345d9a579199fbe591cccb711db6e6692fdbd8c4d0a30b8,CANDIDATE,,be5b2b0d183e87d7cfd04f8ecb22903f3a52685dd8c26a955630e0c74e70b2c6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
252,838ae4522d650b7c240ead1e8780ef329429be9a94e10307552e6757ce022e93,CANDIDATE,,bec9501d19f37e04adbcc44745ca0ad905848b48269081adab02402e4a440405,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
253,b839cefc15a0976db613abbb26844a3f63f4ef689cc01219fc3a95599c3bca1a,CANDIDATE,,bf3ae9a78b48d7a512b64e13786c48a86f9e2de4b1f8026c412fdf91cbcee884,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
254,0e866dcfd34cb8972b837824439c58eb0e7039cb7ee9e8a90a9ccb6a0300af4f,CANDIDATE,,bf955f215e158e67a5606f59528ad22540d189b02b3db9ca3dcdf998710ab1e7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
255,dca2a1e9a15e2160595129ca37c7aeda9d377b96a54b812607d015c93e45bb87,CANDIDATE,,bfac69eeaec0390ba34540cc959bfc28251a2d907f4107753840bc494bd4946c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
256,3d9a28c44e72bcd64aa6c7a3c5352b886ddc05ed35f6a48112875873003375ac,CANDIDATE,,c14c4e026fc7c1c79e836a81786bac26daf7dd072b32dc16c0579d5979ac867e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
257,0589348a1f0b7166507b6ebe7476e1a9d88ead86e1e8d0bac99913c3400eceef,CANDIDATE,,c15588c215e03fa207546829bc0e21972f472bddd448e6249c58790de794c5e0,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
258,a6ff203bb79985d6a8c6344633d569132aa55c915735330f484d0397c391bc20,CANDIDATE,,c5a16f9dfd5deec38e26814f3443383bdff4f36ab4af8c662c153d6d9fc901fe,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
259,5d494d4e2ab4d2cbd76fb395625b80e9a51bf16e5ba540fdfb01b065c8629d66,CANDIDATE,,c5ecbe30509c51f0ad66b741a787c82b91b1f2bc76c265e7178964c4d47d117e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
260,2f1a61b731f91e8290a1bea8e6c51ec7edb03d11529b4c92892aaa5b7a6ffd4d,CANDIDATE,,c724ee63f87c87a56200ac4ab13d0bb846274e7213aa07470faf9ed32266a4fd,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
261,fcecc527bc38f354956d1be29c7bf59e438eff463560ff0405547e25b51b5599,CANDIDATE,,c74e6e0bb4db21fc950b3086214fb66d6283c7bd4172f1894c201be3c3ed2668,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
262,8768890435d1a72c6fa012129eefb043eb363220769a092999a725b3731fdec3,CANDIDATE,,c807a5b0c33c20b7da39e5d429b5feebc54544efd1f6d3e792e83a183b56f1c8,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,27,,NO,NO
263,5310a4507a58bc49d1cc484a9108da89276138e35dba2666a0165e1c72b7269c,CANDIDATE,,c8848b126537b9f37c0f248a8086fb847d6c074dcbfc9d679aa6d14143d7125b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
264,a251ddc84277084ff6aef0d71b3426c68d8e370586106518c269eb532b5b48c6,CANDIDATE,,c8d1808db5640224d17294085b3e34a10b6b3674ae6ba3c6e90b3a7b1a8816d8,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
265,f68ecb54eed8edc1ca186a7ae522cd9b7173b8075cf4a299746d01d4c6b883fb,CANDIDATE,,c93506dee80be10b8f562cac516fefb9fa7211c83179b47ade9188d966ea58bf,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
266,c91f5dcda23546a980f9762430fefb8bb86c4c205f82404a81c4339423042321,CANDIDATE,,cb5f9cf88bc3b4c43c4ae830af62beefbc4dfa4938b1403e7890a72e21d4b689,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
267,094c27995d439e1c21e6bab8b156b26809b329246d6366e6985dd4cf8ee7c6e2,CANDIDATE,,cca6f2a164e1452103286843573db8b574f89e016861555d36f86187214ff573,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
268,da39b0d4968ada1abc67fa0e3a30c9443df6d15cbee6bb46efd814b07557fa67,CANDIDATE,,cde3ffea26868c2fb31b9b0f10ee72cb85cc68eb3956f500182dd798aa7bc00d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
269,a7a5acf8bf36e16b4ce52fb7a654c5e7a00cdf0239ed78e259dab5e208de5e5a,CANDIDATE,,cfb173fca6d7c888f6d797a1807b06608c7335d8f504ead2134dad15b962ec8e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
270,0409d5a3b1e56555187eedd8e81c26f7939c97f6efaecda692a9460cf0db7ad0,CANDIDATE,,d0813221c8087b2853881a8d65660d165956c64048b4810f825d5684f460f21f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
271,27549094bb1a5c210739826d148ee38e442140ccdab87b72ff73edb00d5c71a6,CANDIDATE,,d5af4b525aab2a0a37df421b537b44966a986876e27ca8cdac9c627a2039b9c6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
272,0d5516f0753f0d44bbc2658082e8f06398db68b34518bfbab33d4aae6a995a50,CANDIDATE,,d7286a42b7dc86ae96032cd35de90eb4f49a38860aa14edc4d9ee28805b85776,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
273,4aa9de202bbee7cd080c758ced565a963fa672a8ae64e23c08d1e28bdffd5dcd,CANDIDATE,,d7acb753ae96d6fecb177e348d5158d605c47b166ff957ef991dc70503244d85,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,17,,NO,NO
274,416dafbd1f5620ca607895fe28f89a7de6a1b8d411029988ac21329e5a577367,CANDIDATE,,d83e6c6f926e489de34ad20b865138920b51f61cda68e816e3ab886987d2b8e6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
275,892d41a1ded0762f1d894d5300d3a82dacfce742babd072efae38f1dfa661e1c,CANDIDATE,,d851d83741a7861f0c1d6f4e94bae610aa8c4df268b8a852b775f5e2c8c8cf7f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
276,4f6315fa23cb6387ce73fcee5f608e0d15909af10c07516f468d41586a2a7d74,CANDIDATE,,d8e71f8f724351d4657100f7b22c095cf932fe57293a20e5d9e8f25401a455a5,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
277,0e2a19540c0adeea8fb5e1681422b5a1798c066d844c0b3338fe4574b323268d,CANDIDATE,,d9e77ef28c263e4a7f6cb93dc13d402119d712eeac12d954d320add014af8f77,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
278,602d60422a258978f743da5a8a23f61110893bc192dbf48e073e68ebf345412e,CANDIDATE,,db5c7d7f3593bb703817314edc3f3be14dcf291929c4dbf876cbb41aef30ec16,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
279,dcf2cfffc886a63e92c80097969ecedbdd63739251b99dde507992e3b8148749,CANDIDATE,,dfbea9e70b31e8f1309780b5df12a89ddbdb61535465bb2bf88fa79f1d4de89f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
280,dc2c5b6752145ee0f879f813e37cbc0b8ccb3729bced74f5b588d680100499bd,CANDIDATE,,e121be6b1bc684cbb153df9707dc2e738dc0e1406e4a00688ef7ff3538a9fc8c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
281,7005fb6bee933803204c714090c9574d0155be8a74f882f5869ebb3ed473f055,CANDIDATE,,e30f51b286b53f217c92edef8d8070388357af564f3b75a6227969ffe7374c9d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
282,fd42b075f07e0bd57b0d45f9706abb89648a48977b9550237380e16c90b836db,CANDIDATE,,e3601779464f0df11a5bd75ed74e90b380da6e3c109757fb3de94e3118a6d105,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
283,ad56e502fe9e1af75bbd0f61fc13625ce927c87f31ce7b06dbe4559e230050f9,CANDIDATE,,e3d223319217f3b5d530ced4462d45b6119e566e59c8e1ac5689a4875d982523,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
284,538cf3f7d8449da3f8064c7fe17ad5313f14487a91ae05a7dc4a170cdb45dd2e,CANDIDATE,,e47647f3fdfedb3fdf9bf24ec5a2275821002cc5797a1f8161e85ecff53ed092,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
285,ae7dde53e1b4a34dfa5cf1c34b1ee7fe303608d9bead26ceac3130be249fa752,CANDIDATE,,e5ee28ec67d34293afb7ebccd4c140c6f3c13eaa6758f50cadc9248531725277,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
286,442622cc5de99218015694768caf03d578626eca8e036c32d2fbbed1aa99ecd9,CANDIDATE,,e696d2c3deb554e27ff78d163f56d7a10d1610eaf1e8dedeb95fd3764b53a80e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
287,1eaa4f5b22905fd84ac843946f20ed8aa97e1e4d91374d727bf62ce68e06560c,CANDIDATE,,e6d76585f9d97d10cb6ff51893567c5d954b8ea0ab1c04d4f6c0161593dbf5b1,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
288,d5b02d9f4e4fe08c6c021a905fd18d04c20988994fdb05e6c6c9ed90167d4558,CANDIDATE,,e77bba4c0799a10113598893c3349a878e7d4a8efa4465e6b9eb194ccdccf794,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
289,28564557d0f11cba89224f36d6b569e37609be77a2e11a12b7857f1bf65d4514,CANDIDATE,,e93d7190a6b5559147b3ff4536d75ac37ea342a5b0fdf281d9e7a40031346a92,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
290,05b148b24d3eedd341ccd76675aa6a94bc0aa039133e666b924ec7046450649b,CANDIDATE,,e9aa3d47209d8f4fe0552484ca1a2b970df30be0f88c0cfea9fb6eb4a419bdc3,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,27,,NO,NO
291,53bba0285b0487933d3674d3bcb2c8507b3b7dbcbff79d6e58e3b64fc3d13fe2,CANDIDATE,,ebe46a3743a70d93de9ea5c2d99250e06312f0bc791de5c901fcc693ea6b6acd,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
292,43b831e1bc5ad8c84accc94cb6efd6c112cd17e2439b7abfa9e5ec17a44a5506,CANDIDATE,,ec2add7a9979896a9ce65127857f17f0deda02b01a034898c243e95b8a1f0db9,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
293,40eda86b5947b8bd3e0918a218b696c8f918bf6d673e5bd493fc506e9a436804,CANDIDATE,,ef1f7858c89b0d85bf4d9e7f5787f91f48064833a5f4e5d2a5f3e20455b70577,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
294,12b595fa816616295c260c350fd63d2843b76164124a392a152e054f1c9e8e57,CANDIDATE,,ef7e8da861ca452e1894718e6efce2e4adda183c08b05698c79ab5da611eaf9f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
295,36b3a179b76b76729ab60189eef964806d53c68efb124efbd0a3340e9e64b120,CANDIDATE,,f00d8360fc381848c515d033929e05f5532c9697f231233376b2f3f0b6a115bd,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
296,ec08c2476c4fa6c244da066a566b8c98fbb2e8483b78cfe929ef7a1a3bb60a90,CANDIDATE,,f07004b802c45621eb8ab553c3dda688a4b79775dad2ee8dd8ae6962567805d7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
297,20f3f2e35a25e857c47de3f84ede587757b2cff3d8467f7ceee4ca05f8b1c176,CANDIDATE,,f21fd05254d402ff0526f0fa4a523cd1993d15f10e6f4260486abeec2f8e0a77,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
